,mashup_id,api_id,value
105,1291,122,1
106,5442,1810,1
107,5504,1549,1
108,5234,1305,1
109,2129,1305,1
110,207,1305,1
111,627,1305,1
112,280,1305,1
113,1563,1305,1
114,4442,1305,1
115,1340,1305,1
116,6261,1305,1
117,2937,1305,1
118,1818,1305,1
119,931,1305,1
120,3521,1305,1
121,3404,1305,1
122,4582,1305,1
123,241,1305,1
124,5055,1305,1
125,6291,1305,1
126,1193,1305,1
127,4988,1305,1
128,4599,1305,1
129,4566,1305,1
130,3595,1305,1
131,4539,1305,1
132,5797,1305,1
133,4774,1305,1
134,3492,1305,1
135,1849,1305,1
136,5351,1305,1
137,2307,1305,1
138,5102,1305,1
139,3142,1305,1
140,2522,1305,1
141,1855,1305,1
142,5862,1305,1
143,6299,1305,1
144,3415,1305,1
145,5058,1305,1
146,5146,1305,1
147,536,1305,1
148,4656,1305,1
149,538,1305,1
150,5459,1305,1
151,5460,1305,1
152,951,1305,1
153,2776,1305,1
154,5233,1305,1
155,2358,1305,1
156,139,1305,1
157,5182,1305,1
158,4698,1305,1
159,2502,1305,1
160,6294,1305,1
161,4484,1305,1
162,3228,1305,1
163,5116,1305,1
164,2297,1305,1
165,4483,1305,1
166,5137,1305,1
167,2035,1305,1
168,4265,1305,1
169,3656,1305,1
170,3344,1305,1
171,2755,1305,1
172,4416,1305,1
173,1748,1305,1
174,1497,1305,1
175,1509,1305,1
176,2587,1305,1
177,5216,1305,1
178,6239,1305,1
179,1995,1305,1
180,4592,1305,1
181,5594,1305,1
182,4345,1305,1
183,1457,1305,1
184,5038,1305,1
185,5518,1305,1
186,412,1305,1
187,2929,1305,1
188,2696,1305,1
189,956,1305,1
190,4479,1305,1
191,2946,1305,1
192,764,1305,1
193,5887,1305,1
194,4480,1305,1
195,5593,1305,1
196,403,1305,1
197,6085,1305,1
198,4555,1305,1
199,2951,1305,1
200,746,1305,1
201,748,1305,1
202,747,1305,1
203,371,1305,1
204,4987,1305,1
205,4494,1305,1
206,5121,1305,1
207,3621,1305,1
208,2771,1305,1
209,656,1305,1
210,2631,1305,1
211,4101,1305,1
212,3034,1305,1
213,533,1305,1
214,4586,1305,1
215,5731,1305,1
216,5172,1305,1
217,1963,1305,1
218,115,1305,1
219,3130,1305,1
220,5188,1305,1
221,4633,1305,1
222,6113,1305,1
223,778,1305,1
224,1774,1305,1
225,1875,1305,1
226,6116,1305,1
227,2127,1305,1
228,2327,1305,1
229,2642,1305,1
230,59,1305,1
231,3977,1305,1
232,3076,1305,1
233,2433,1305,1
234,5908,1305,1
235,6107,1305,1
236,5990,1305,1
237,3185,1305,1
238,355,1305,1
239,5581,1305,1
240,3406,1305,1
241,2414,1305,1
242,5150,1305,1
243,6216,1305,1
244,5092,1305,1
245,2731,1305,1
246,424,1305,1
247,2679,1305,1
248,2936,1305,1
249,6102,1305,1
250,1437,1305,1
251,6238,1305,1
252,4904,1305,1
253,4908,1305,1
254,4042,1305,1
255,570,1305,1
256,4512,1305,1
257,1785,1305,1
258,3605,1305,1
259,2535,1305,1
260,3707,1305,1
261,4558,1305,1
262,114,1305,1
263,1733,1305,1
264,4341,1305,1
265,2604,1305,1
266,3112,1305,1
267,4469,1305,1
268,1508,1305,1
269,6105,1305,1
270,810,1305,1
271,6257,1305,1
272,2058,1305,1
273,1145,1305,1
274,5753,1305,1
275,6171,1305,1
276,3321,1305,1
277,3712,1305,1
278,4700,1305,1
279,519,1305,1
280,954,1305,1
281,1717,1305,1
282,261,1305,1
283,6020,1305,1
284,4735,1305,1
285,4845,1305,1
286,4753,1305,1
287,1055,1305,1
288,3397,1305,1
289,4747,1305,1
290,2995,1305,1
291,2075,1305,1
292,4289,1305,1
293,2975,1305,1
294,5379,1305,1
295,2434,1305,1
296,4769,1305,1
297,4348,1305,1
298,4861,1305,1
299,5771,1305,1
300,2689,1305,1
301,2578,1305,1
302,2974,1305,1
303,3910,1305,1
304,2745,1305,1
305,303,1305,1
306,1362,1305,1
307,2984,1305,1
308,4630,1305,1
309,4472,1305,1
310,3145,1305,1
311,5021,1305,1
312,2903,1305,1
313,2094,1305,1
314,3835,1305,1
315,6304,1305,1
316,2235,1305,1
317,587,1305,1
318,2366,1305,1
319,5525,1305,1
320,6121,1305,1
321,2993,1305,1
322,1796,1305,1
323,6331,1305,1
324,281,1305,1
325,5516,1305,1
326,6202,1305,1
327,5189,1305,1
328,1709,1305,1
329,561,1305,1
330,2710,1305,1
331,1360,1305,1
332,1367,1305,1
333,3818,1305,1
334,5767,1305,1
335,4211,1305,1
336,4468,1305,1
337,4120,1305,1
338,124,1305,1
339,953,1305,1
340,4975,1305,1
341,2,1305,1
342,5196,1305,1
343,1838,1305,1
344,3724,1305,1
345,5668,1305,1
346,6101,1305,1
347,3,1305,1
348,5734,1305,1
349,3819,1305,1
350,1598,1305,1
351,4401,1305,1
352,3796,1305,1
353,6205,1305,1
354,4369,1305,1
355,4311,1305,1
356,4838,1305,1
357,2137,1305,1
358,4465,1305,1
359,3484,1305,1
360,1313,1305,1
361,3645,1305,1
362,5906,1305,1
363,4478,1305,1
364,3188,1305,1
365,5515,1305,1
366,3404,1305,1
367,4306,1305,1
368,5155,1305,1
369,347,1305,1
370,1188,1305,1
371,822,1305,1
372,1511,1305,1
373,1512,1305,1
374,1686,1305,1
375,3830,1305,1
376,3439,954,1
377,2642,700,1
378,6216,700,1
379,6184,700,1
380,6303,700,1
381,2604,700,1
382,6243,700,1
383,2434,700,1
384,5516,700,1
385,121,700,1
386,3848,700,1
387,6101,700,1
388,3,700,1
389,3819,700,1
390,4401,700,1
391,1675,700,1
392,5557,94,1
393,3968,94,1
394,472,94,1
395,4540,94,1
396,5663,94,1
397,5579,94,1
398,330,94,1
399,1274,94,1
400,1565,94,1
401,3494,94,1
402,1006,94,1
403,6092,94,1
404,5102,94,1
405,2272,94,1
406,3392,94,1
407,5720,94,1
408,5216,94,1
409,3170,94,1
410,2929,94,1
411,6085,94,1
412,2951,94,1
413,5005,94,1
414,4101,94,1
415,5310,94,1
416,4422,94,1
417,610,94,1
418,4042,94,1
419,5402,94,1
420,623,94,1
421,1081,94,1
422,3021,94,1
423,6046,94,1
424,231,94,1
425,587,94,1
426,6202,94,1
427,1125,94,1
428,4986,94,1
429,3027,94,1
430,362,94,1
431,3143,94,1
432,875,94,1
433,5004,1956,1
434,2427,1956,1
435,2017,1956,1
436,5891,1956,1
437,2100,1956,1
438,5003,1956,1
439,1413,1956,1
440,5506,107,1
441,1655,1893,1
442,249,846,1
443,811,2047,1
444,2125,2047,1
445,2615,2047,1
446,2640,823,1
447,5077,499,1
448,4697,499,1
449,3089,499,1
450,1016,499,1
451,2001,55,1
452,3921,2096,1
453,1573,1888,1
454,2744,1888,1
455,3230,1888,1
456,1576,1888,1
457,2743,1888,1
458,4522,1888,1
459,2248,1888,1
460,370,1888,1
461,1574,1888,1
462,1159,1888,1
463,3116,1888,1
464,5577,1888,1
465,2133,1888,1
466,5575,1888,1
467,4418,1888,1
468,5504,1547,1
469,2709,1547,1
470,5668,1547,1
471,4624,1547,1
472,5476,1793,1
473,1720,2031,1
474,5462,2031,1
475,4439,2031,1
476,3733,2031,1
477,4196,2031,1
478,1801,458,1
479,1377,458,1
480,2501,397,1
481,3352,2170,1
482,2216,2170,1
483,88,2170,1
484,5301,2170,1
485,1511,214,1
486,1512,214,1
487,5856,822,1
488,1771,1509,1
489,3273,2461,1
490,1486,840,1
491,6212,903,1
492,6214,903,1
493,3135,903,1
494,934,2036,1
495,2156,2036,1
496,4100,2036,1
497,17,2036,1
498,5064,2036,1
499,5847,2036,1
500,1167,2036,1
501,5008,2036,1
502,2992,2036,1
503,5729,2036,1
504,3889,2142,1
505,2117,2376,1
506,5188,771,1
507,4401,771,1
508,1561,2280,1
509,4759,456,1
510,6202,813,1
511,3729,2045,1
512,2080,666,1
513,3628,666,1
514,5622,666,1
515,2166,666,1
516,320,666,1
517,933,666,1
518,679,666,1
519,1242,2180,1
520,1358,1322,1
521,493,2008,1
522,4153,2008,1
523,2299,2008,1
524,487,2008,1
525,950,603,1
526,5231,603,1
527,374,740,1
528,3180,740,1
529,6312,740,1
530,3177,740,1
531,3178,740,1
532,4481,740,1
533,1917,740,1
534,5083,740,1
535,3191,740,1
536,4442,740,1
537,1164,740,1
538,1340,740,1
539,3150,740,1
540,6092,740,1
541,3138,740,1
542,241,740,1
543,890,740,1
544,270,740,1
545,786,740,1
546,5890,740,1
547,5776,740,1
548,5102,740,1
549,3142,740,1
550,4491,740,1
551,4163,740,1
552,536,740,1
553,2773,740,1
554,2784,740,1
555,4698,740,1
556,4484,740,1
557,1401,740,1
558,1748,740,1
559,1497,740,1
560,5780,740,1
561,2952,740,1
562,2551,740,1
563,5097,740,1
564,1457,740,1
565,5518,740,1
566,3170,740,1
567,3154,740,1
568,403,740,1
569,2511,740,1
570,1554,740,1
571,5005,740,1
572,5752,740,1
573,3034,740,1
574,4712,740,1
575,5879,740,1
576,3149,740,1
577,1186,740,1
578,6113,740,1
579,3086,740,1
580,2642,740,1
581,59,740,1
582,4274,740,1
583,617,740,1
584,3185,740,1
585,2765,740,1
586,5779,740,1
587,3151,740,1
588,2731,740,1
589,307,740,1
590,3181,740,1
591,2395,740,1
592,6146,740,1
593,3427,740,1
594,1278,740,1
595,3152,740,1
596,519,740,1
597,2298,740,1
598,5516,740,1
599,3752,740,1
600,4073,740,1
601,3187,740,1
602,3991,740,1
603,4295,740,1
604,4510,740,1
605,5734,740,1
606,5417,740,1
607,3645,740,1
608,4347,740,1
609,3162,740,1
610,5980,740,1
611,4276,740,1
612,1490,968,1
613,183,1571,1
614,4786,1728,1
615,3588,1901,1
616,1817,1901,1
617,3846,1901,1
618,2275,1901,1
619,2855,1901,1
620,798,1901,1
621,3093,880,1
622,5441,880,1
623,2671,880,1
624,4897,880,1
625,1063,880,1
626,3342,817,1
627,6311,817,1
628,3690,147,1
629,3436,147,1
630,1497,147,1
631,5477,147,1
632,2929,147,1
633,2974,147,1
634,2745,147,1
635,3835,520,1
636,2016,1970,1
637,2015,1970,1
638,6050,1970,1
639,1306,1970,1
640,1304,1970,1
641,1307,1970,1
642,2154,1970,1
643,6051,1970,1
644,1152,1970,1
645,5219,1970,1
646,6053,1970,1
647,4552,1970,1
648,5747,1970,1
649,1996,1970,1
650,2583,1970,1
651,3524,1970,1
652,1448,1970,1
653,6099,1970,1
654,5594,1970,1
655,3119,1970,1
656,2435,1970,1
657,5904,645,1
658,5672,1887,1
659,4317,1887,1
660,2882,1887,1
661,4720,1887,1
662,1377,1887,1
663,1572,1887,1
664,4893,1887,1
665,3250,1887,1
666,1426,1887,1
667,1571,1887,1
668,1686,1887,1
669,1570,1887,1
670,5034,1887,1
671,5809,101,1
672,3069,1376,1
673,5045,1376,1
674,5514,1376,1
675,4168,1376,1
676,4563,1376,1
677,5518,1376,1
678,4391,1376,1
679,2731,1376,1
680,2463,1376,1
681,2971,2310,1
682,1526,2310,1
683,3806,2310,1
684,2493,2310,1
685,3986,2310,1
686,501,480,1
687,3649,480,1
688,2430,85,1
689,5904,745,1
690,4291,1357,1
691,4282,1357,1
692,6212,895,1
693,6214,895,1
694,5593,895,1
695,6007,2292,1
696,6287,1668,1
697,634,1668,1
698,1352,1668,1
699,2094,1146,1
700,5727,1806,1
701,4540,1494,1
702,2919,1494,1
703,2652,1286,1
704,5726,2347,1
705,4874,2347,1
706,1050,561,1
707,1899,561,1
708,507,1789,1
709,509,1789,1
710,2764,2097,1
711,4042,798,1
712,1055,798,1
713,5754,798,1
714,269,798,1
715,4375,798,1
716,1399,798,1
717,2573,798,1
718,2965,801,1
719,561,325,1
720,698,699,1
721,1921,803,1
722,1069,803,1
723,4085,803,1
724,1881,803,1
725,1659,803,1
726,2799,803,1
727,4711,803,1
728,3581,803,1
729,2669,803,1
730,1657,803,1
731,2180,803,1
732,2861,803,1
733,2381,803,1
734,720,6,1
735,2924,941,1
736,2416,1321,1
737,957,1319,1
738,3690,977,1
739,3012,977,1
740,6288,2415,1
741,4,2415,1
742,5506,427,1
743,1898,2161,1
744,372,139,1
745,6254,139,1
746,2013,2082,1
747,981,2082,1
748,1943,2083,1
749,3690,1409,1
750,4291,1154,1
751,4346,2439,1
752,1338,1845,1
753,1160,1845,1
754,4504,1845,1
755,3093,1324,1
756,3552,1324,1
757,3550,1324,1
758,5300,1324,1
759,4471,1324,1
760,229,2018,1
761,2533,1747,1
762,1143,1747,1
763,5953,1747,1
764,1777,1747,1
765,6040,1747,1
766,2288,1747,1
767,6082,1747,1
768,6084,1747,1
769,2490,1747,1
770,3016,1747,1
771,1128,1747,1
772,4436,1747,1
773,4903,1747,1
774,5505,1747,1
775,5831,1747,1
776,1970,1747,1
777,5618,1747,1
778,703,1747,1
779,657,1747,1
780,2647,1747,1
781,3421,1747,1
782,4807,1747,1
783,3827,1747,1
784,5983,1747,1
785,4125,1747,1
786,119,1747,1
787,3804,1747,1
788,3418,1747,1
789,599,1747,1
790,3891,1747,1
791,4662,1747,1
792,942,1747,1
793,5857,1747,1
794,598,1747,1
795,600,1747,1
796,1246,1794,1
797,4045,1794,1
798,1036,1333,1
799,271,1717,1
800,3753,1717,1
801,2806,1991,1
802,361,318,1
803,4310,318,1
804,1281,318,1
805,1157,318,1
806,5837,318,1
807,5541,318,1
808,3877,318,1
809,1152,318,1
810,5597,318,1
811,4951,318,1
812,4417,318,1
813,824,318,1
814,139,318,1
815,1493,318,1
816,1154,318,1
817,872,318,1
818,1748,318,1
819,5328,1466,1
820,3461,1466,1
821,3180,1466,1
822,2860,1466,1
823,2601,1466,1
824,5961,1466,1
825,3908,1466,1
826,2919,1466,1
827,5388,1466,1
828,3005,1466,1
829,3069,1466,1
830,5045,1466,1
831,4719,1466,1
832,5797,1466,1
833,5817,1466,1
834,4557,1466,1
835,4915,1466,1
836,2551,1466,1
837,3961,1466,1
838,1962,1466,1
839,4682,1466,1
840,2111,1466,1
841,2922,1466,1
842,6318,1466,1
843,515,232,1
844,1643,1979,1
845,2850,1979,1
846,3752,120,1
847,2416,1145,1
848,5328,920,1
849,380,920,1
850,3830,1986,1
851,5770,922,1
852,3193,922,1
853,2959,922,1
854,4028,922,1
855,1240,922,1
856,4040,922,1
857,2676,922,1
858,2332,922,1
859,5796,922,1
860,4034,922,1
861,761,922,1
862,3292,241,1
863,1818,28,1
864,4485,2022,1
865,3427,18,1
866,4262,18,1
867,2794,18,1
868,2492,644,1
869,2538,2054,1
870,4229,2433,1
871,4461,410,1
872,1113,842,1
873,1112,842,1
874,6061,16,1
875,2229,16,1
876,3690,986,1
877,2697,770,1
878,2511,140,1
879,307,140,1
880,5980,140,1
881,385,143,1
882,3587,1990,1
883,931,1012,1
884,6230,1012,1
885,3142,1012,1
886,2112,1012,1
887,5156,1012,1
888,6036,2380,1
889,1942,2432,1
890,1369,1971,1
891,6042,1971,1
892,3562,1971,1
893,1039,1971,1
894,2012,1971,1
895,3213,1971,1
896,1944,1971,1
897,1392,1971,1
898,4653,1971,1
899,2086,1971,1
900,1420,1971,1
901,1520,1971,1
902,5978,1971,1
903,6330,1971,1
904,2134,1971,1
905,3074,1971,1
906,1476,1971,1
907,4943,1971,1
908,4559,1971,1
909,2333,1971,1
910,5545,1971,1
911,700,1971,1
912,632,1971,1
913,402,1971,1
914,1395,1971,1
915,2935,1971,1
916,6052,1971,1
917,2128,1971,1
918,4111,1971,1
919,5324,1971,1
920,3464,1971,1
921,3958,1971,1
922,5543,1971,1
923,502,1971,1
924,945,1971,1
925,2074,2005,1
926,5035,2005,1
927,2667,2005,1
928,3948,2005,1
929,4577,265,1
930,5188,1283,1
931,1774,1283,1
932,2652,1283,1
933,2974,1283,1
934,2235,1283,1
935,4415,340,1
936,1186,253,1
937,1555,253,1
938,4713,253,1
939,3707,253,1
940,519,253,1
941,118,253,1
942,1592,1320,1
943,3429,1694,1
944,5425,470,1
945,5516,323,1
946,2043,1022,1
947,1522,1881,1
948,1644,1892,1
949,2552,2077,1
950,3480,2077,1
951,2561,2077,1
952,3182,2077,1
953,4509,2077,1
954,1742,2077,1
955,2563,2077,1
956,4936,2077,1
957,186,2077,1
958,1877,2077,1
959,2555,2077,1
960,4372,2077,1
961,3156,2077,1
962,1834,2077,1
963,5925,2077,1
964,4851,1378,1
965,5348,744,1
966,3861,2541,1
967,2366,2540,1
968,6346,2538,1
969,812,2538,1
970,5403,2538,1
971,4294,2538,1
972,1083,2538,1
973,5713,2538,1
974,51,2538,1
975,2467,2538,1
976,4253,2538,1
977,3336,2538,1
978,2441,2538,1
979,3941,2538,1
980,5788,2538,1
981,5792,2538,1
982,1283,2538,1
983,5427,2538,1
984,12,2538,1
985,5414,2538,1
986,5513,2538,1
987,5910,2538,1
988,4064,2538,1
989,4952,2538,1
990,818,2538,1
991,4654,2538,1
992,797,2538,1
993,4486,2538,1
994,3164,2538,1
995,5781,2538,1
996,5401,2538,1
997,5657,2538,1
998,5482,2538,1
999,3128,2538,1
1000,3194,2538,1
1001,1524,2538,1
1002,2769,2538,1
1003,5089,2538,1
1004,5084,2538,1
1005,5082,2538,1
1006,5777,2538,1
1007,6095,2538,1
1008,6062,2538,1
1009,3175,2538,1
1010,5624,2538,1
1011,4881,2538,1
1012,399,2538,1
1013,2292,2538,1
1014,6259,2538,1
1015,3489,2538,1
1016,5452,2538,1
1017,5409,2538,1
1018,6323,2538,1
1019,2787,2538,1
1020,2956,2538,1
1021,5775,2538,1
1022,381,2538,1
1023,6344,2538,1
1024,5791,2538,1
1025,5807,2538,1
1026,5805,2538,1
1027,5411,2538,1
1028,2296,2538,1
1029,76,2538,1
1030,5080,2538,1
1031,4303,2538,1
1032,5407,2538,1
1033,3019,2538,1
1034,4296,2538,1
1035,5785,2538,1
1036,153,2538,1
1037,5088,2538,1
1038,4550,2538,1
1039,5634,2538,1
1040,1250,2538,1
1041,398,2538,1
1042,2777,2538,1
1043,5721,2538,1
1044,5808,2538,1
1045,3716,2538,1
1046,1261,2538,1
1047,3901,2538,1
1048,2637,2538,1
1049,5784,2538,1
1050,2323,2538,1
1051,4705,2538,1
1052,3857,2538,1
1053,4634,2538,1
1054,4745,2538,1
1055,2634,2538,1
1056,1581,2538,1
1057,5782,2538,1
1058,524,2538,1
1059,5737,2538,1
1060,5398,2538,1
1061,4350,2538,1
1062,4910,2538,1
1063,6131,2538,1
1064,4663,2538,1
1065,4156,2538,1
1066,5794,2538,1
1067,1396,2538,1
1068,5929,2538,1
1069,3165,2538,1
1070,1540,2538,1
1071,5897,2538,1
1072,6314,2538,1
1073,3828,2538,1
1074,925,2255,1
1075,2750,2539,1
1076,2391,2539,1
1077,2051,2539,1
1078,1715,2539,1
1079,3118,2477,1
1080,5165,2477,1
1081,4869,2477,1
1082,2456,847,1
1083,6312,862,1
1084,3177,862,1
1085,2556,862,1
1086,3191,862,1
1087,890,862,1
1088,3407,862,1
1089,3149,862,1
1090,3174,862,1
1091,1956,1710,1
1092,2524,2361,1
1093,489,2353,1
1094,414,1744,1
1095,4426,1748,1
1096,2593,1745,1
1097,5519,1745,1
1098,2464,1890,1
1099,6003,1890,1
1100,5864,1890,1
1101,3211,1890,1
1102,3720,1890,1
1103,3931,1890,1
1104,5557,1890,1
1105,3642,1890,1
1106,1622,1890,1
1107,3461,1890,1
1108,6033,1890,1
1109,6068,1890,1
1110,3722,1890,1
1111,6089,1890,1
1112,4979,1890,1
1113,5441,1890,1
1114,5930,1890,1
1115,4939,1890,1
1116,5954,1890,1
1117,1484,1890,1
1118,6127,1890,1
1119,1660,1890,1
1120,2943,1890,1
1121,1939,1890,1
1122,3455,1890,1
1123,6269,1890,1
1124,1560,1890,1
1125,1514,1890,1
1126,4728,1890,1
1127,4671,1890,1
1128,3665,1890,1
1129,4540,1890,1
1130,6191,1890,1
1131,1347,1890,1
1132,3471,1890,1
1133,1383,1890,1
1134,1669,1890,1
1135,3184,1890,1
1136,6164,1890,1
1137,2894,1890,1
1138,888,1890,1
1139,4513,1890,1
1140,2104,1890,1
1141,3670,1890,1
1142,3058,1890,1
1143,3195,1890,1
1144,3232,1890,1
1145,4053,1890,1
1146,5558,1890,1
1147,4972,1890,1
1148,4213,1890,1
1149,2178,1890,1
1150,4681,1890,1
1151,165,1890,1
1152,2372,1890,1
1153,6173,1890,1
1154,5995,1890,1
1155,1949,1890,1
1156,1612,1890,1
1157,4974,1890,1
1158,6210,1890,1
1159,5108,1890,1
1160,5961,1890,1
1161,6026,1890,1
1162,3528,1890,1
1163,2276,1890,1
1164,6277,1890,1
1165,6140,1890,1
1166,4729,1890,1
1167,2130,1890,1
1168,1948,1890,1
1169,1237,1890,1
1170,174,1890,1
1171,4545,1890,1
1172,1858,1890,1
1173,1859,1890,1
1174,4517,1890,1
1175,625,1890,1
1176,5712,1890,1
1177,1421,1890,1
1178,1884,1890,1
1179,1562,1890,1
1180,5362,1890,1
1181,6135,1890,1
1182,6001,1890,1
1183,6145,1890,1
1184,5997,1890,1
1185,1890,1890,1
1186,5861,1890,1
1187,6000,1890,1
1188,3198,1890,1
1189,2919,1890,1
1190,5400,1890,1
1191,4438,1890,1
1192,2672,1890,1
1193,5837,1890,1
1194,5609,1890,1
1195,5877,1890,1
1196,5835,1890,1
1197,3531,1890,1
1198,3256,1890,1
1199,4727,1890,1
1200,3878,1890,1
1201,5388,1890,1
1202,2740,1890,1
1203,6312,1890,1
1204,3006,1890,1
1205,3691,1890,1
1206,6183,1890,1
1207,4086,1890,1
1208,5711,1890,1
1209,6194,1890,1
1210,5649,1890,1
1211,5440,1890,1
1212,3177,1890,1
1213,330,1890,1
1214,4955,1890,1
1215,3069,1890,1
1216,5045,1890,1
1217,3178,1890,1
1218,4725,1890,1
1219,4637,1890,1
1220,1444,1890,1
1221,1920,1890,1
1222,1889,1890,1
1223,1637,1890,1
1224,5485,1890,1
1225,3690,1890,1
1226,3441,1890,1
1227,207,1890,1
1228,1040,1890,1
1229,994,1890,1
1230,4450,1890,1
1231,539,1890,1
1232,2674,1890,1
1233,627,1890,1
1234,2349,1890,1
1235,280,1890,1
1236,501,1890,1
1237,4302,1890,1
1238,5,1890,1
1239,4442,1890,1
1240,5423,1890,1
1241,6261,1890,1
1242,1530,1890,1
1243,3649,1890,1
1244,1825,1890,1
1245,3353,1890,1
1246,3115,1890,1
1247,6092,1890,1
1248,1708,1890,1
1249,846,1890,1
1250,3300,1890,1
1251,443,1890,1
1252,3404,1890,1
1253,4640,1890,1
1254,4582,1890,1
1255,3012,1890,1
1256,241,1890,1
1257,950,1890,1
1258,3662,1890,1
1259,3268,1890,1
1260,5055,1890,1
1261,6227,1890,1
1262,1594,1890,1
1263,4774,1890,1
1264,5890,1890,1
1265,1613,1890,1
1266,1854,1890,1
1267,5717,1890,1
1268,2221,1890,1
1269,4424,1890,1
1270,5597,1890,1
1271,4895,1890,1
1272,2307,1890,1
1273,5102,1890,1
1274,3142,1890,1
1275,2284,1890,1
1276,958,1890,1
1277,2522,1890,1
1278,3639,1890,1
1279,2272,1890,1
1280,4491,1890,1
1281,4163,1890,1
1282,150,1890,1
1283,3415,1890,1
1284,4523,1890,1
1285,6012,1890,1
1286,3358,1890,1
1287,1605,1890,1
1288,824,1890,1
1289,4284,1890,1
1290,5181,1890,1
1291,5660,1890,1
1292,536,1890,1
1293,4563,1890,1
1294,4656,1890,1
1295,250,1890,1
1296,6060,1890,1
1297,5250,1890,1
1298,4378,1890,1
1299,2767,1890,1
1300,5182,1890,1
1301,4698,1890,1
1302,2502,1890,1
1303,3702,1890,1
1304,2295,1890,1
1305,504,1890,1
1306,6294,1890,1
1307,4484,1890,1
1308,5465,1890,1
1309,1764,1890,1
1310,3255,1890,1
1311,6175,1890,1
1312,5920,1890,1
1313,4483,1890,1
1314,5962,1890,1
1315,4265,1890,1
1316,6006,1890,1
1317,3344,1890,1
1318,2755,1890,1
1319,1748,1890,1
1320,2343,1890,1
1321,230,1890,1
1322,6247,1890,1
1323,1497,1890,1
1324,3650,1890,1
1325,3079,1890,1
1326,4171,1890,1
1327,2952,1890,1
1328,4164,1890,1
1329,1656,1890,1
1330,131,1890,1
1331,6329,1890,1
1332,5014,1890,1
1333,4989,1890,1
1334,4622,1890,1
1335,3189,1890,1
1336,6180,1890,1
1337,4595,1890,1
1338,3168,1890,1
1339,2310,1890,1
1340,5353,1890,1
1341,2309,1890,1
1342,5477,1890,1
1343,1962,1890,1
1344,130,1890,1
1345,5097,1890,1
1346,3254,1890,1
1347,5038,1890,1
1348,5518,1890,1
1349,3170,1890,1
1350,4744,1890,1
1351,412,1890,1
1352,4682,1890,1
1353,2485,1890,1
1354,2397,1890,1
1355,4453,1890,1
1356,2266,1890,1
1357,6137,1890,1
1358,1704,1890,1
1359,5887,1890,1
1360,3374,1890,1
1361,5593,1890,1
1362,403,1890,1
1363,3007,1890,1
1364,2951,1890,1
1365,746,1890,1
1366,748,1890,1
1367,747,1890,1
1368,2630,1890,1
1369,3621,1890,1
1370,3697,1890,1
1371,5005,1890,1
1372,1882,1890,1
1373,1033,1890,1
1374,4736,1890,1
1375,4422,1890,1
1376,1186,1890,1
1377,1011,1890,1
1378,3669,1890,1
1379,6113,1890,1
1380,1774,1890,1
1381,1875,1890,1
1382,2642,1890,1
1383,59,1890,1
1384,6268,1890,1
1385,5664,1890,1
1386,617,1890,1
1387,5030,1890,1
1388,2433,1890,1
1389,3204,1890,1
1390,3185,1890,1
1391,5347,1890,1
1392,3199,1890,1
1393,3382,1890,1
1394,5581,1890,1
1395,6216,1890,1
1396,2731,1890,1
1397,5846,1890,1
1398,1437,1890,1
1399,6238,1890,1
1400,3460,1890,1
1401,3657,1890,1
1402,1611,1890,1
1403,3693,1890,1
1404,6184,1890,1
1405,6303,1890,1
1406,2604,1890,1
1407,6057,1890,1
